5,3,3,4,2,1,5.008,4.796,0,0,8.8,10.956
7,3,10,7,4,1,3.969,12.247,2.6,0,9.9,17.129
8,7,8,6,8,1,4.333,10.77,5.3,1.716,12.9,12.664
4,1,2,6,2,1,4.188,7.483,0,1.807,11.1,18.77
10,3,9,4,4,1,4.657,10.247,6,0.945,10,16.696
8,5,8,5,4,1,4.243,14.318,4,2.548,8.4,16.065
4,1,4,5,3,1,4.471,8.307,4.6,4.517,9.1,13.005
4,3,1,5,2,1,3.679,6.164,0,2.877,11.5,35.161
8,7,6,6,5,1,4.371,12.247,2,2.738,8.6,16.762
4,1,8,3,2,1,4.039,11.18,1.6,0.808,13.1,17.377
8,2,9,5,6,1,4.215,10.954,1.7,3.358,7.4,22.832
5,1,1,4,3,1,4.443,7.483,9.3,1.78,9.3,11.012
1,1,2,2,1,1,4.524,12.329,4.7,0.654,5.9,10.391
7,3,1,5,2,1,4.606,6.633,0,4.718,11.6,10.488
9,10,8,9,6,1,4.857,13,0.6,1.705,13.3,20.642
5,2,3,4,3,1,4.143,7.746,0,1.777,8.2,14.416
4,3,5,4,4,1,4.248,7,2.1,2.106,14.6,15.545
4,1,1,2,2,1,4.248,6.325,10.1,9.846,5.1,13.136
7,4,7,4,5,1,4.25,12.329,2.6,0,10.8,18.858
9,8,10,8,9,1,4.601,13.153,4,0.578,11.2,16.032
7,5,2,7,5,1,4.729,6.164,0,2.805,11,18.065
9,10,9,7,8,1,4.267,14.387,0,0.976,8.6,18.289
8,5,5,4,3,1,3.811,13.528,1.6,3.782,11.6,15.603
8,6,9,8,5,1,4.694,11.091,7.4,1.675,9.8,17.942
9,4,8,9,6,1,4.112,11.402,3.1,3.922,13,16.591
5,2,1,5,2,1,4.209,8.307,1.5,1.485,10.1,17.018
5,2,1,4,2,1,3.924,8.718,3.9,6.63,13.5,19.531
2,1,4,2,2,1,3.645,6.928,0,0,8.5,15.23
9,9,9,7,4,1,4.609,12.329,2.6,2.662,10.8,12.473
6,8,2,8,3,1,4.154,9.11,4.8,0,8.7,14.075
6,7,2,4,4,1,3.947,10.909,0,0.866,7,10.596
4,4,6,2,1,1,4.024,11.489,3.1,2.335,9.3,25.927
7,3,5,4,1,1,4.665,9.055,2.5,2.541,13.8,13.449
7,6,6,6,2,1,4.23,10.05,0,2.093,11.9,16.019
7,9,4,6,4,1,4.534,10.536,7.3,1.886,10.3,15.494
5,2,2,4,3,1,4.778,6.164,5.4,2.611,7.8,38.483
6,5,1,6,2,1,4.466,11.533,1.5,2.33,13.5,21.574
8,7,8,6,5,1,4.543,12.166,0.7,1.372,13.8,20.894
6,2,2,6,2,1,4.544,6.928,0,6.302,14.5,15.641
9,7,7,6,6,1,4.9,8.66,1.4,5.42,12.7,23.539
2,1,1,1,1,1,4.089,5.568,3.4,3.371,0,15.323
6,9,8,8,5,1,5.078,11.314,4.5,3.878,4.6,11.93
5,1,5,4,4,1,5,6.928,2.1,2.123,10.3,15.723
5,3,3,4,2,1,4.04,4.899,0,0,4.3,11.224
7,4,2,5,3,1,5.003,6.557,0,0,16.2,21.412
4,7,4,4,5,1,3.97,7.874,0,0,6.7,12.022
10,8,10,8,4,1,4.533,14.318,3.5,1.992,9.6,16.987
8,5,8,5,2,1,4.698,12.124,4.3,2.004,10.9,16.522
4,2,6,3,2,1,4.267,7.28,5.7,7.598,15,17.721
4,2,9,4,7,1,4.525,9.95,2,1.999,10.1,14.032
1,1,1,1,1,1,4.569,4.123,0,0,17.8,17.012
6,3,7,4,2,1,4.178,9.327,2.5,2.414,11.7,16.239
10,10,8,8,2,1,4.665,15.427,2.6,2.626,12,20.196
8,10,7,7,7,1,4.331,11.619,4.4,1.478,10.4,12.219
3,4,2,2,2,1,4.444,4.899,4.5,0,17.8,23.056
9,7,9,6,4,1,4.589,9.644,3.3,3.377,13,45.453
6,1,2,2,2,1,4.534,9.695,3.2,6.356,11.5,15.687
5,3,2,4,3,1,4.614,7.483,1.8,3.51,14.3,14.193
2,1,1,3,1,1,3.662,3.317,0,0,0,10.003
6,8,7,9,9,1,4.546,10.247,5,0.948,6.9,14.818
5,6,2,6,7,1,4.972,7.681,7.1,0,10.6,14.868
7,1,1,2,1,1,3.948,7.211,0,0,11.4,16.956
2,1,2,2,1,1,4.006,6.481,0,2.476,2.4,20.741
6,1,6,4,2,1,4.581,8.246,3,2.971,6,16.253
5,2,8,5,3,1,4.244,10.44,1.8,2.704,13.2,15.457
7,3,6,5,3,1,3.747,5.099,0,0,12.1,12.503
5,2,2,4,2,1,4.12,7.874,1.6,0,7.8,12.512
3,1,1,1,1,1,4.118,8.246,2.8,4.48,13.7,13.278
7,6,5,9,6,1,4.77,8,0,0,14,21.215
7,6,4,6,6,1,4.794,8.185,0,0,12.2,16.769
4,3,1,2,1,1,4.405,8.888,0,2.595,12.8,19.125
8,4,9,5,3,1,4.66,9.274,6.1,3.653,11.3,16.694
5,7,4,7,5,1,4.003,8.246,0,0,9.3,11.426
3,2,5,2,4,1,4.707,7.616,0,1.743,10.2,28.821
5,2,6,3,4,1,4.195,8.66,0,1.381,4,6.693
9,9,9,4,4,1,4.596,12.961,4.3,0.608,10.5,15.098
5,5,9,5,5,1,4.167,11.832,2.9,1.436,10.5,17.222
3,3,3,4,2,1,4.683,6.557,0,0,11.8,21.445
4,1,6,2,1,1,4.539,8.66,0,1.33,10.9,12.622
6,5,10,6,7,1,4.83,10.247,1,2.872,13.8,25.683
9,6,9,6,4,1,4.581,14.629,0.9,2.781,11.2,19.405
2,2,1,2,3,1,4.75,5.745,3.2,0,6.5,10.387
7,1,7,2,3,1,4.242,9.695,0,2.132,5.6,13.234
5,5,2,3,1,1,4.49,7.746,3.4,3.412,12,11.649
6,5,9,6,2,1,4.558,11,4.9,5.764,10.6,20.387
6,5,2,5,7,1,4.756,3.873,0,0,7.2,14.104
4,3,8,3,1,1,4.346,7.681,0,1.79,5.2,14.272
4,2,4,2,1,1,4.159,9.899,3.2,1.04,10.3,24.175
6,4,4,8,6,1,3.79,9,0,0,16.4,20.411
3,2,2,2,1,1,4.32,6,3,0,9,8.811
7,8,7,4,2,1,4.174,11.091,6.5,2.441,8,17.481
5,2,2,2,3,1,4.88,6.403,4.9,7.397,5.1,13.102
7,3,9,2,3,1,4.097,12.923,0,1.184,11,17.905
7,4,8,5,4,1,4.19,10.724,1.7,1.779,7,15.865
6,2,8,2,2,1,4.167,12.042,1.4,6.148,10.4,13.514
6,6,7,7,4,1,4.452,9.849,0,4.163,12.6,13.76
7,3,9,3,3,1,4.173,11.18,1.6,0,11.2,21.176
9,7,7,8,4,1,4.051,9.487,1.1,0,11.5,15.112
3,1,2,3,1,1,5.263,6.325,0,5.06,4.9,13.086
7,3,2,5,2,1,3.748,10.583,0.9,0.918,8.2,18.334
9,9,1,6,5,1,4.339,10.247,0.9,0.966,5.7,20.712
7,5,1,5,2,1,4.192,9.798,4.3,0,10.6,13.834
6,5,2,2,1,1,4.267,8.888,0,1.324,5.1,26.615
6,5,6,8,4,1,4.383,9.747,5.6,1.062,12.2,13.403
7,4,6,7,4,1,3.914,9.327,4.7,0,10.6,13.842
8,10,7,8,7,1,3.995,12.61,2.5,1.886,6.8,19.144
4,6,7,2,2,1,4.317,9.899,1,1.061,11.3,19.271
6,8,9,5,4,1,3.904,11.091,4,1.614,9.9,16.851
8,5,3,4,7,1,4.561,9.327,0,1.197,14.3,42.586
6,4,5,6,5,1,4.424,9.747,2.2,0,7.3,18.719
8,6,6,8,9,1,4.694,10.247,8.9,1.957,13.9,14.852
6,7,6,5,7,1,5.305,7.874,14.7,8.449,11.6,15.659
6,7,5,7,4,1,4.279,8.485,2.8,0,12.4,17.77
8,9,6,8,10,1,4.257,12.042,2.9,0.689,11.4,20.887
9,5,8,3,3,1,4.352,9.695,1.1,3.264,8.6,15.249
4,3,2,9,5,1,3.961,6.708,2.3,0,11.2,21.657
7,3,6,9,3,1,4.704,9.165,6.2,2.368,9.8,20.3
7,6,4,10,9,1,4.61,11.18,4.2,0.809,5.8,24.061
7,3,4,5,3,1,4.663,9.327,4.8,2.242,5.9,14.577
2,2,2,2,2,1,4.377,7.483,0,0,12.8,18.182
6,5,6,5,3,1,4.782,9.381,1.1,2.251,9.5,17.496
5,9,2,6,6,1,4.157,9.539,4.5,1.111,11.4,10.865
6,5,8,3,3,1,3.752,11.662,3.6,1.411,7.9,15.148
5,1,2,1,3,1,4.339,12.288,0.7,1.309,9,16.866
9,5,10,4,4,1,4.254,11.832,2.2,4.348,9.4,14.291
4,4,3,4,5,1,3.723,6.164,0,0,8.1,18.513
7,6,7,4,7,1,4.038,11.314,0,0.771,8.5,18.12
8,6,7,4,4,1,4.025,11.314,0.8,1.572,12.7,21.633
5,1,2,1,2,1,3.807,7.55,0,3.84,11,13.039
6,4,8,6,5,1,4.483,12.288,1.9,1.307,15.4,19.041
3,1,3,1,1,1,3.688,5.745,3.3,3.274,13.1,30.977
4,3,1,2,3,1,4.155,7.681,5.3,7.214,10.6,27.267
3,3,1,5,5,1,4.544,5.385,3.8,0,3.7,26.953
2,1,1,2,1,1,4.285,5.745,3.2,3.176,3.2,30.579
9,8,9,8,7,1,4.38,11.874,0,0.72,11.4,17.554
1,2,1,3,3,1,4.077,6.403,0,2.458,12.8,7.611
4,4,10,6,9,1,4.212,13.304,1.1,3.371,10.7,17.55
9,10,9,7,8,1,4.754,8.124,1.6,0,11,12.791
8,7,3,5,9,1,4.3,12.806,1.2,0,9.2,12.013
2,1,1,4,2,1,4.319,8.66,5.7,5.426,6.9,12.411
5,1,1,2,1,1,3.932,8.367,1.4,1.443,5.7,13.957
6,7,5,7,7,1,4.052,9.22,4.9,0,12.3,20.949
4,1,8,1,2,1,4.032,8.426,1.4,6.936,14.4,13.898
7,3,3,5,3,1,3.876,9.11,4.8,4.859,10.9,20.848
9,9,8,7,7,1,4.485,12.845,1.9,0.584,9.7,16.508
8,7,8,10,9,1,4.667,13.454,4.7,0.579,8.8,20.124
9,10,10,6,6,1,4.533,15.875,2.9,0.81,7.5,19.108
6,2,7,3,3,1,4.179,9.747,0,2.105,10.8,11.623
7,2,6,2,4,1,4.357,7.483,1.8,1.707,15.5,18.04
7,2,7,2,3,1,4.217,10.198,1.9,0.983,8.8,19.835
4,4,8,4,5,1,3.95,10.677,0,1.748,7,14.035
5,5,5,4,5,1,4.746,7.483,0,0,12.4,13.349
4,2,5,5,4,1,4.441,6.633,6.7,2.176,11.2,15.56
4,2,7,1,2,1,4.369,10.05,0,1.009,4.8,24.128
5,3,2,4,5,1,4.674,7.746,3.3,0,9.6,15.587
3,5,3,5,5,1,4.491,11.533,0.8,0.762,10.6,18.929
3,2,2,2,3,1,4.351,6.164,0,0,7.8,19.032
4,5,1,7,3,1,4.044,12.083,2.8,0.661,9.6,15.738
6,5,9,5,5,1,4.492,10,6.2,0,10.2,19.612
3,3,2,3,3,1,4.039,6.481,4.8,0,11.8,13.357
7,8,7,4,2,1,4.667,9.434,3.4,0,7,17.738
7,10,7,7,6,1,4.579,10.247,1.8,0,10.2,17.724
3,3,1,3,2,1,4.407,10.1,4,0,3.9,20.252
1,1,1,1,1,1,3.9,5.477,0,3.705,0,13.823
4,3,3,4,4,1,4.761,6.928,2.1,4.158,10.2,11.625
6,1,5,2,2,1,4.453,7.416,10.4,7.061,9.1,27.576
